shard,split,video_id,mean_flow_magnitude,median_flow_magnitude,p90_flow_magnitude,mean_fb_error,fb_consistency_ratio_pair,mean_warp_error,human_mask_coverage,human_mean_flow_magnitude,human_mean_fb_error,human_fb_consistency_ratio,human_mean_warp_error,pairs
Dataset_Shard_0000000_0099999,train,-bqSDAsWptU,5.044841427356005,3.478935863869265,11.522803808450698,2.5818924053013323,0.7014022869475425,20.535284422039986,0.15121312978316326,8.243372446596622,3.814292021840811,0.5382502028371223,31.344444209337233,200
Dataset_Shard_0000000_0099999,train,-tqqp2KwCIQ,3.4360011419653893,0.1272676412021974,12.288747919797897,2.248448502533138,0.7683856869246695,16.40259075641632,0.16256088568239796,11.016414885520936,5.250151663273573,0.3895777322747522,37.36414119720459,200
Dataset_Shard_0000000_0099999,train,02MD08BgFZ0,5.951916296705604,5.523892664443702,9.930246383994819,1.7202480491809546,0.70150007763022,29.82046367406845,0.11576929209183673,6.844122083485127,2.291333896331489,0.6133309001732148,36.996345376968385,200
Dataset_Shard_0000000_0099999,train,0FxsmwVeriw,4.43553124545142,2.9054476178446382,10.513189414130174,2.3092585204797795,0.6928394138171656,23.209783455133437,0.18084911112882654,6.9611050238489405,2.7531216255158144,0.5535895861796142,35.8264103087876,200
Dataset_Shard_0000000_0099999,train,0NN6ySHCHVA,7.16251948416233,6.345890775956214,12.701856886148454,2.289847100805491,0.6387127113908505,32.3753272497654,0.1392207429846939,7.757934728264809,2.2822789669409396,0.5856019035857334,38.04781520724296,200
Dataset_Shard_0000000_0099999,train,0TJxBDyP9dw,4.231155112087727,1.6948967711953447,11.945161263942719,2.548237495087087,0.6916660765631064,25.041147015094758,0.21275370695153062,8.966259620189668,4.251872638165951,0.4056754348839205,50.46940711736679,200
Dataset_Shard_0000000_0099999,train,0U2jrFZuBZM,2.495204463750124,0.7287392221204937,8.01968806564808,0.9986119489744305,0.838893960490779,14.617112993001937,0.16518255739795917,6.174916170239449,2.067833822444081,0.6447286569328233,29.782556304931642,200
Dataset_Shard_0000000_0099999,train,0ZSqAjagrVo,3.093459756821394,1.5306708039040677,8.141623034030198,1.3177044595312326,0.797558009373854,19.107230947613715,0.16062918526785716,5.933540997207165,1.9057048710808158,0.6713345150402797,32.74303167283535,200
Dataset_Shard_0000000_0099999,train,0uLJTnNb2Es,2.3276301492750644,0.29370709881186485,6.9438912653923035,1.3269988584518433,0.8430915329896387,8.311618303656578,0.14542241310586734,5.8434169074893,1.8467182962223887,0.7034345787470377,20.32591544866562,200
Dataset_Shard_0000000_0099999,train,0w6Ky8PBYSQ,6.347087832235266,4.434036803293202,13.024499443904496,3.827185465041548,0.6392273636258988,28.904476202093065,0.10362763073979592,7.321909507728415,3.0423633345239796,0.5485916804442772,41.92664312481415,200
Dataset_Shard_0000000_0099999,train,0zLSpoyKV_A,6.5557156148552895,3.2724983939831147,16.58454988360405,4.0126689443737265,0.5778799638456542,37.472886171340946,0.2916814811862245,10.552656335830688,4.712366529591382,0.3879961533116877,51.926479501724245,200
