video_id,split,shard,temporal_distance,pairs,mean_motion_magnitude,median_motion_magnitude,p90_motion_magnitude,mean_motion_coverage,mean_dx,mean_dy,mean_direction
27uEnvzS8O4,train,Dataset_Shard_0000000_0099999,10,50,7.820918664932251,7.564669132232666,9.996449279785157,0.8100697544642856,-0.03621652463451028,-0.08780961632728576,-15.373307070924104
2KbVOj8YcRw,train,Dataset_Shard_0000000_0099999,1,50,5.048815562725067,5.418295383453369,8.763811683654787,0.5965202487244898,0.32352551594376566,0.15663130110129714,-2.3584031897758106
2KbVOj8YcRw,train,Dataset_Shard_0000000_0099999,2,50,6.113994431495667,5.915846586227417,8.951104068756104,0.6857780612244898,0.45750373184680937,0.42070701893419027,6.997710685831995
2KbVOj8YcRw,train,Dataset_Shard_0000000_0099999,5,50,6.212116026878357,5.836691617965698,9.793256282806396,0.7004392538265306,0.09366429413144943,-0.2148781554400921,1.3540577256143616
2KbVOj8YcRw,train,Dataset_Shard_0000000_0099999,10,50,6.552564792633056,6.2417848110198975,9.625223064422608,0.7297528698979592,-0.005217240899801254,-0.07340109847486019,-10.72492317257344
2RUNdnb2B1w,val,Dataset_Shard_0000000_0099999,1,50,3.468510516881943,3.1943721771240234,5.451880931854248,0.45792370854591835,-0.06732511513866485,0.44007113069295883,21.49392637541203
2RUNdnb2B1w,val,Dataset_Shard_0000000_0099999,2,50,4.23222552895546,3.779785633087158,7.0301655292511,0.4846209343112245,-0.1283439677581191,-0.718625343311578,-29.767457098752775
2RUNdnb2B1w,val,Dataset_Shard_0000000_0099999,5,50,4.979404082298279,4.1915223598480225,6.528000259399416,0.526001275510204,-0.03410697877407074,-0.08837837882339955,-8.154997550450432
2RUNdnb2B1w,val,Dataset_Shard_0000000_0099999,10,50,5.918792395591736,4.722449541091919,10.687942028045656,0.5678459821428572,0.15804097335785627,-0.5291986736655235,-23.560024378467332
2ZnT6CqmPoQ,train,Dataset_Shard_0000000_0099999,1,50,4.326873369216919,4.585166692733765,6.721060752868652,0.6998050860969387,-0.010091729387640953,-0.06011865159496665,-4.020166609911195
2ZnT6CqmPoQ,train,Dataset_Shard_0000000_0099999,2,50,4.638883228302002,4.55051064491272,7.191817331314088,0.7214975286989797,0.02541469667106867,0.35926903925836084,20.257536021928036
2ZnT6CqmPoQ,train,Dataset_Shard_0000000_0099999,5,50,5.343641564846039,5.273090124130249,7.908742332458497,0.7415051020408163,0.15380756437778473,0.2545246431231499,5.8986595176870695
2ZnT6CqmPoQ,train,Dataset_Shard_0000000_0099999,10,50,6.00262942314148,6.0808000564575195,8.387433338165284,0.8084590242346938,-0.24750279128551483,0.21831282846629618,10.0784590169913
2aDuMKNR8Z0,train,Dataset_Shard_0000000_0099999,1,50,2.254995882511139,2.0079461336135864,4.279601955413819,0.4057900191326531,-0.03460486698313616,0.27705918859690426,26.329487581711945
2aDuMKNR8Z0,train,Dataset_Shard_0000000_0099999,2,50,2.926300058364868,2.6451518535614014,5.3690423488616945,0.4734813456632653,-0.171422856207937,0.4796513195708394,33.67128213430351
2aDuMKNR8Z0,train,Dataset_Shard_0000000_0099999,5,50,3.441614464521408,3.5061752796173096,5.500150156021119,0.502787786989796,-0.11078107945621013,0.10103073790669441,23.387051918639514
2aDuMKNR8Z0,train,Dataset_Shard_0000000_0099999,10,50,4.112829473018646,3.904494524002075,6.406609773635864,0.5991426179846939,-0.3226783740706742,-0.294310859311372,-16.620322091024583
2el-ZR4A4D4,train,Dataset_Shard_0000000_0099999,1,50,2.0234316766262053,1.5011153817176819,3.5075806856155403,0.40787149234693876,-0.05665044747292995,0.020006299167871475,4.032459727490387
2el-ZR4A4D4,train,Dataset_Shard_0000000_0099999,2,50,2.19642703294754,1.7777783870697021,4.06884880065918,0.43322146045918364,-0.05631469229236245,0.09856812451034784,7.162725423224563
2el-ZR4A4D4,train,Dataset_Shard_0000000_0099999,5,50,3.3512961292266845,2.9141225814819336,4.85537133216858,0.506949537627551,0.08130941405892372,-0.16942418590188027,-0.7552740908743687
2el-ZR4A4D4,train,Dataset_Shard_0000000_0099999,10,50,3.239882092475891,2.659186601638794,6.263936042785645,0.5420424107142857,-0.18293288737535476,0.06388141985982657,5.012398925099746
3AR1FxFue7c,train,Dataset_Shard_0000000_0099999,1,50,1.5978662103414536,1.1830363869667053,2.541153740882874,0.34548907844387755,-0.11947742003016174,0.21533445437904447,46.438415495590355
3AR1FxFue7c,train,Dataset_Shard_0000000_0099999,2,50,1.6085353338718413,1.489643633365631,2.4206189393997195,0.36132533482142853,0.03161277608480304,0.0720874886866659,-15.823333812966677
3AR1FxFue7c,train,Dataset_Shard_0000000_0099999,5,50,1.993769447207451,1.6533713340759277,3.0943406105041515,0.43923907844387755,-0.03609563760459423,-0.029927313793450594,-12.997190046076259
